Gadget Type,Gender,Language,Product Name,Opinion,Sentiment
Washing Machine,Male,English,"Samsung 7 kg, 5 Star, AI Control, Fully-Automatic Front Load Washing Machine","I am very happy with my purchase of the Samsung 7 Kg 5 Star AI Control & Wi-Fi, Fully-Automatic Front Loading Washing Machine.",Positive
Washing Machine,Male,English,"Samsung 7 kg, 5 Star, AI Control, Fully-Automatic Front Load Washing Machine",Overall machine is functioning quite well but there's a dent at the bottom of machine probably got during the time of delivery. At the time of delivery we only checked the top and sides cause it wasn't possible for us to lift that heavy machine and check the bottom.it was during installation when we noticed the dent,Neutral
Washing Machine,Male,English,"Samsung 7 kg, 5 Star, AI Control, Fully-Automatic Front Load Washing Machine","I should have bought the washing machine with a larger capacity, the 10kg one would have been a better choice.",Neutral
Washing Machine,Female,English,"Samsung 7 kg, 5 Star, AI Control, Fully-Automatic Front Load Washing Machine",Highly recommended. Put clothes inside it and forget. Works with SmartThings app from phone. Clothes come out completely cleaned and almost 95% dried. Easy to install and operate. It looks ultra premium.,Neutral
Washing Machine,Male,English,"Samsung 7 kg, 5 Star, AI Control, Fully-Automatic Front Load Washing Machine","When I received washer there, it had minor dents and inside the soap compartment someone had written A6 with a marker pen. I ignored all this and fell for the elegant looks.On weekend when I turned it on to wash clothes1. The door was locked2. Dial was not changing cycles or touch worked.3. Child lock was not on.4. After about 10min it made sound and alarm got displayed saying AC6 (contact customer service)5. Service team arrived and they couldnâ€™t unlock the door and told we need to book a replacement.I had only used it twice before 1.on the day of delivery and the very next morning.â€” Its very disappointing receiving products like these and returning. And my hard earned money is stuck now for 8 days. I had bought this in emi & i got deducted for the processing fees & gstâ€™s. Now i feel cheated by amazon/seller, they took back the machine. My limit got decreased until i get refunded back. I have to wait during freedom sale just because of late refund. And wasting my time running behind all the mess. I request amazon to look into this seller and get me my refund including processing fees + gst. And take strict actions against all this kind of product related issues, so people still trust buying online.",Neutral
Washing Machine,Male,English,"Samsung 7 kg, 5 Star, AI Control, Fully-Automatic Front Load Washing Machine","Low noise level, easy to use, good quality.I had opened the packaging late as I had to shift to a new home, the washing machine was observed to be damaged from the bottom.Although I managed to straighten it and now normal to use.But it's better to open the complete packaging and check physical condition, to claim for exchange.",Positive
Washing Machine,Male,English,"Samsung 7 kg, 5 Star, AI Control, Fully-Automatic Front Load Washing Machine",The installation process was very smooth.The product is very super and it is very silent.,Positive
Washing Machine,Male,English,"Samsung 7 kg, 5 Star, AI Control, Fully-Automatic Front Load Washing Machine",The setup had to be done by myself as the company person came promised to return next time got the signature on his form and left. He wanted all plumbing work to be completed to his satisfaction. Despite booking again nobody called or came. But the setup was a breeze thanks to you tube. The machine is perfect.,Positive
Washing Machine,Male,English,"Samsung 7 kg, 5 Star, AI Control, Fully-Automatic Front Load Washing Machine","This was my worst purchase from Amazon, I didn't get the Rat mesh in the package. First the seller misleaded by showing during offer period that this washing is with Ecobubble technology but It isn't in the actual received product. Second, I didn't get the Rat mesh sheet in the package box which is an important part of washing machine which saves it from Rat and other insects. Samsung asked me to contact Amazon since it is purchase from Amazon",Neutral
Washing Machine,Male,English,"Samsung 7 kg, 5 Star, AI Control, Fully-Automatic Front Load Washing Machine",Washing is superb. Clothes cleaned in 1 wash. Product dimensions also adequate to fit in small room.,Positive
Washing Machine,Male,English,"Samsung 7 kg, 5 Star, AI Control, Fully-Automatic Front Load Washing Machine","Very good product,",Neutral
Washing Machine,Male,English,"Samsung 7 kg, 5 Star, AI Control, Fully-Automatic Front Load Washing Machine",Please donâ€™t buy this product full shakingAnd technition also not came,Neutral
Washing Machine,Male,English,"Samsung 7 kg, 5 Star, AI Control, Fully-Automatic Front Load Washing Machine",A wonderful body along with digital operating. Nice cleaning with full of dry. Since 10 years I'm using samsung only,Positive
Washing Machine,Male,English,"Samsung 7 kg, 5 Star, AI Control, Fully-Automatic Front Load Washing Machine","Great machine with different modes, wifi feature is not very useful, if you are buying for wifi not really useful you can't start without pressing on machine so there's no point",Neutral
Smartphone,Male,English,Iqoo Z9s,Phone is good in 20k but small bug I have notes like dark mode automatically enableBattery backup is so good for meBack Camera is decent in this priceFront Camera is okess ....,Positive
Smartphone,Male,English,Iqoo Z9s,IQOO Z9S 8/128Very good lookingI get offer in a great indian festivalIqoo this series is good for everyonePhone color is best ðŸ‘ðŸ’¯Battery backup is good 5500 MahCameraðŸ“· quality is the best (sony company )This smart is tha good according to price,Positive
Smartphone,Male,English,Iqoo Z9s,Janardhan4.0 out of 5 stars Iqoo Z9s Reviewed in India on 27 October 2024 Phone is good in 20k but small bug I have notes like dark mode automatically enableBattery backup is so good for meBack Camera is decent in this priceFront Camera is okess .... Images in this review,Positive
Smartphone,Male,English,Iqoo Z9s,Mayur4.0 out of 5 stars Good looking Reviewed in India on 17 October 2024 IQOO Z9S 8/128Very good lookingI get offer in a great indian festivalIqoo this series is good for everyonePhone color is best ðŸ‘ðŸ’¯Battery backup is good 5500 MahCameraðŸ“· quality is the best (sony company )This smart is tha good according to price Images in this review,Positive
Smartphone,Male,English,Iqoo Z9s,"After 7 days use mobile phone is performing well, battery capacity is good it comes for whole day, processing speed is good, coming to camera size is actually small but surrounding feels like very big and selfie get more smoother by AI it's negative photo quality is good for this prize..",Positive
Smartphone,Male,English,Iqoo Z9s,It's a good phone I guess but it has some flaws but it's obvious into this price range.,Neutral
Smartphone,Male,English,Iqoo Z9s,Best camera in segmentBest gaming processor support 60 to 55 fps stable Display quality best for video playbackOverall best stable phone,Positive
Smartphone,Male,English,Iqoo Z9s,"Very good performanceCamera very good, stabilization also goodðŸ‘Camera struggle in low light ðŸ•¯ï¸Video recording in 4k ðŸ”¥ðŸ”¥Good ðŸ‘ RAM managementBGMI 60FPS (constant)5g+ constantAI eraser works excellent ðŸ‘Œ ðŸ‘ŒLack of stabilization in 4kLack of some features",Positive
Smartphone,Male,English,Iqoo Z9s,Best Performance Phone In This Price Range.,Positive
Smartphone,Male,English,Iqoo Z9s,Everything is pretty good only performance little bit low,Positive
Smartphone,Male,English,Iqoo Z9s,Best Performance Phone In This Price Range. Images in this review,Positive
Smartphone,Male,English,Iqoo Z9s,Everything is pretty good only performance little bit low Images in this review,Positive
Smartphone,Male,English,Iqoo Z9s,"good battery, camera, nice os and display.",Positive
Smartphone,Male,English,Iqoo Z9s,"Good product in just 16,499Camera good battery good design goodThanks Amazon",Positive
Smartphone,Male,English,Iqoo Z9s,Photos are good,Neutral
Smartphone,Male,English,Iqoo Z9s,"Phones are awesome...really deserve it's battery backup best, gaming phone, overall performance is awesome ðŸ‘, camera quality is awesome, especially in night time, fast charging,Better for any android in its range of 20k .",Positive
Smartphone,Male,English,Iqoo Z9s,Good product and budget is okk,Neutral
Smartphone,Male,English,Iqoo Z9s,"The media could not be loaded. Good quality in this price range , ,but I have one issue when we want to see previous recording in qubo app it gets hang and it take 3/4 tries to play that particular part which we want to see otherwise product is amazing",Positive
Smartphone,Male,English,Iqoo Z9s,Technical issues & non supportive team,Neutral
Smartphone,Male,English,Iqoo Z9s,Video & audio quality is very good.,Neutral
Smartphone,Male,English,Iqoo Z9s,I have been using this 360 camera for month now....good clarity and nice product. NO ISSUES SO FAR ...VERY REASONABLE FOR THIS PRICE AND NICE SUPPORT FROM BACK END TEAM,Positive
Smartphone,Male,English,Iqoo Z9s,Iâ€™m using this product since one year and recently bought another cctv of the same model. The product is amazing in this price range. Faced little bit hassle while configuring but overall experience is satisfactory. One more cons is that we canâ€™t see both cameras in one screen. And fast forward replay option is not available in app. Hope this will be included in future.,Positive
Smartphone,Male,English,Iqoo Z9s,Its decent camera working well in this price range,Neutral
Smartphone,Male,English,Iqoo Z9s,"I was looking for CCTV for my apartment and contacted many CCTV dealers/Shops but got frustrated with lack of professionalism or even understanding customer needs. Then I came across Qubo cam 360. Super easy to install DIY camera and app. Picture quality is very good corresponding to cost. App is really easy to navigate. I like features like pan and tilt through phone, video and Audio recording, two way talk like walkie-talkie, motion detection and image rotating settings for ceiling mount options.",Positive
Smartphone,Female,English,Iqoo Z9s,"""These Security Cameras offer excellent coverage and crystal-clear video, day and night. Easy to install and seamlessly integrated into our security system, they provide real peace of mind. The motion detection is highly responsive, and remote monitoring makes it easy to check in anytime. Highly recommended for dependable security!""",Positive
Smartphone,Female,English,Iqoo Z9s,"I have bought Qubo 360, it is nice camera.But their speaker is not that powerful to do two way talk. Also this camera doesnâ€™t have rotation through phone screen pinch. U have to use the dedicated button to rotate. Rest all is good.",Positive
Smartphone,Male,English,Iqoo Z9s,Got exchanged the faulty product with a good one within short time from company directly n itâ€™s working fine now,Neutral
Smartphone,Male,English,Iqoo Z9s,Nice camera quality,Neutral
Smartphone,Male,English,Iqoo Z9s,Good product with ease of connectivity,Positive
Smartphone,Male,English,Iqoo Z9s,Value of money,Neutral
Smartphone,Male,English,Iqoo Z9s,Product is good. App need to be reconstruct,Neutral
Smartphone,Male,English,Iqoo Z9s,Stooped after few days of working. Got replaced by the company. Running smooth now.,Neutral
Smartphone,Male,English,Iqoo Z9s,"The overall product quality is good. The built quality is also good.The picture quality and motion sensor works very well even in low light area.Overall, it's a good purchase",Positive
Smartphone,Male,English,Iqoo Z9s,"Have been using this last couple of months. Video quality is good. Motion tracking gets confused if multiple people are moving, other than that no issues so far. Would highly recommend this product. App is easy to use.",Positive
Smartphone,Male,English,Iqoo Z9s,Earlier with other qubo camera i was able to access some video clips when person detected but in this its asking to insert memory card to record. Why such a fearure ia removed i dont know.,Neutral
Smartphone,Male,English,Iqoo Z9s,"""These Security Cameras offer excellent coverage and crystal-clear video, day and night. Easy to install and seamlessly integrated into our security system, they provide real peace of mind. The motion detection is highly responsive, and remote monitoring makes it easy to check in anytime. Highly recommended for dependable security!""",Positive
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,I found it valuable thing as it serves the purpose of tracking my pet's movement nicely.,Positive
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Image quality in night mode is not that great. AI features are ok but not free. There is also lag in live streaming on app. Most importantly there is no zoom option.,Negative
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Night vision camera quality is nice like this,Positive
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Product is worth of its price. Video quality is good but Sound quality is little not clear with alot of disturbance. No fast forward option in viewing the play back in the app.,Neutral
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,"Received product, one has a plastic seal and other one does not have it's very irritating as I need to go for replacement.",Negative
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,"Had some issues with the initial setup. But support team has reached out after dropping the email, they did a video chat and resolved issues. Fine to use it.",Positive
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Must buy,Neutral
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Good working,Neutral
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,The media could not be loaded. Night vision camera quality is nice like this,Positive
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Very good,Neutral
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Video clarity and wifi connectivity is a big plus for this product at this price range. Person detection feature could be improved as sometimes shadow is detected as motion. Overall I am completely satisfied with product and would go for qubo in future too.,Positive
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Very useful product and good quality,Positive
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,"Good camera, 360 deg view, easy installation, secure, motion tracking",Positive
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,It's working as expected without any issue. The night vision is very good. Impressed. Thank you,Positive
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,"Want to buy a made in india product. It stopped working afer 3 month.. it doesn't connect with wifi which it was working till then. Nothing changed, but it refuse to connect all of a sudden.No way to contact customer support. The chat is never ending wait. No number to call. Still waiting for a response.",Neutral
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,"The device dumps video into a very small time-frame 1 min file. Simply means, hundreds of files to handle in a week (10,080 files)....imagine if it were for 1 month..!!!",Negative
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,I like it,Neutral
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Quality of camera not good as 3 MP beside xiaomi 2MP give more clarity than quobo.,Neutral
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Using for monitoring my ailing father,Neutral
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Good for Budget friendly cc camera its worth for moneyðŸ˜ŠðŸ˜ŠðŸ˜Š,Positive
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Nice device ðŸ‘,Neutral
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Delivered on time. Installation was easy. Picture quality is good. Four stars (but not five) as it can connect to 2G network only,Neutral
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Product is good and has clear resolution.,Positive
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,This product is good and camera is also good.,Positive
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Pictures quality is good,Neutral
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,It's help to view full area as it rotates 360 camera is good as well sound quality,Positive
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,The camera provides all the necessary features for a good price. Only issue being it doeesnt record without wifi.,Neutral
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Itâ€™s good product,Neutral
CCTV Camera,Male,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Good device.,Neutral
CCTV Camera,Female,English,QUBO Smart 360 3MP 1296p WiFi CCTV Security Camera,Home purpose.Working well. No issuesOnly is surveillance available in this? Need to be checked.,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,This camera is really good. Captures all the images so quickly and in very good quality. Best camera at such an affordable price. I am really happy to use this camera at such an affordable price and also it is really good at capturing everything. Really happy to use it for security,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"This Camera WILL NOT WORK WITHOUT WIFI,If You have a unstable Network WiFi than this camera is not for you ,This Camera DONT RECORDS IN MICRO SD CARD IF YOU HAVE POOR OR NO WIFI NETWORK ...If you have a FLUCTUATING WIFI CONNECTION THIS CAMERA DONT DO OFFLINE RECORDING In Micro SD storage CardThis camera only RECORDS ONLY IF YOU HAVE WIFI CONNECTIONSO IF YOU ARE LOOKING FOR A INDOOR SECURITY CAMERAS BUT YOU HAVE A POOR WIFI CONNECTIVITY THEN DONT BUY THIS CAMERA , BECAUSE THIS DONT DO RECORDING IN OFFLINE MODE that means :-( IF WIFI CONNECTION FAILED THEN NO VIDEO RECORDING Happens )",Negative
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"Absolutely amazing. I got this during sale so got it for a bit less amount and it was such a steal deal. The camera is amazing and the night vision is perfect. I was skeptical at first thinking if it'd be a good quality camera or not, but its just perfect. The 360â€¢Â° view, the quality of both day and night time, the audio quality if the speakers as well as the mic, everything is perfect for me. Just make sure it's at a good Wi-Fi range, and your Wi-Fi needs a 2.5ghz, I have a dual-band wifi so it was ok for me. The camera might be laggy if not kept in a good wifi range but thats all. It's also very simple to set it up and I bought it to watch my pet even when I'm not home and talk with her, so far its serving the purpose. It's really good, go for it.",Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Very poor quality product and useless,Negative
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"Very useful, video quality is good",Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Nice for security and very clear in quality,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,But has connectivity issues in 7 of 10 times. You have to keep trying before you see camera view,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"The camera is amazing and the night vision is perfect. The 360â€¢Â° view, the picture quality of both day and night time is very good. The audio quality of speaker and mic also very good.Everything is perfect for me.",Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Perfect quality camera it works well,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"I was going on a 15 day long trip and had to keep our cat at home - with a maid taking care of him for 1 hour daily. But for the rest of the day we'd be terrified of what our cat would be doing alone and so I ordered this camera. Now there are much cheaper ones available on the market including from Godrej - but this one had the best reviews. So I didn't do too many calculations and went with this.And boy was my decision correct!!! The camera offers exceptionally high quality feed - and any time my cat moved - it would notify me with a live view of what the cat was doing.I have tested this in night also and still the feed is exceptionally high quality. I'd say if you are buying this camera for something important, then definitely dont try to save that money dont go for cheaper cameras on the market. This one is definitely worth it.BUT:a. Motion Tracking: The camera offers motion tracking wherein it will follow a moving object (with its 180 degree swivel). But this motion tracking sucks!! Given the premium charge on the camera - it shouldn't suck this bad but even if the object is moving in one line in the forward direction the camera will jerk backwards 2-3 times in 10 seconds giving a very bad motion tracking experience.b. iPhone Setup Issue: I used my iPhone SE 2020 to setup this camera and after 50 attempts (I have even posted a question here on the amazon QnA) I couldn't set it up. Which made me think the camera is defective or Im doing something wrong. But when I tried on an android device it setup in an instant. Literally an instant. May be it was a problem with my particular iphone model, but I am pretty technically savvy and I still couldnt figure out how to set it up on my iphone. (I setup on android device and logged into my account on my iphone - which worked on my iphone se - then I logged out of the android device.)Ill still highly recommend this device with 5 stars - very good quality.",Negative
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"The quanlity is awesome. We can operate it from any part of the world. It is easy to operate. The night view is totally awesome. The sound, story, camera quality everything is good. But the only problem is sometimes the connectivity is not good. We have to switch off and then on the camera. Sometime it just stop moving may be because of internet connection. However it was good.",Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,But the problem is low contrast,Negative
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Bought this camera just to check if it has wide angle view. All the rest 1000 to 3000 cheap PTZ cameras have very small viewing window. So the coverage is very small in the camera.,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,I installed day before yesterday.simple installation and user friendly.,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"Picture quality is so good even in night mode. Easy to install, genuine price. U can have it without any confusion.",Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"Camera clarity and capturing is great. Switching over light to dark (colour in light and black and white in dark), is automatic.Software is very bad and not at all user friendly. One can't download more than what is captured in events. Downloading also takes long time, after downloading no video output only audio is. But when you share in WhatsApp it is available. Sometimes doesn't capture all the eventsI placed this Philips camera and Mi home 360 side by side. Mi is 2k and Philips is 3k. So clarity is better in Philips.But Mi software is far far ahead of Philips and gives may options to download and downloading is in seconds. Can download from any time to any time.I am going to buy Mi 3k, same as this Philips one and compare them.For me this Philips is of no use as I can't download easily for my reference.So a big thumbs ðŸ‘Ž for the software of PhilipsAs long as one doesn't want to download or review, then one can go for it.",Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"Itâ€™s expensive than most brands available however trust philips hence bought it and Iâ€™m not disappointed. Clarity, night vision everything works well. The quality is great and features are good too. Go for it",Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Unable to record security video to SD card when internet is not available.,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Camera quality is good n user friendlyBut ..cannot be connected to other than one device same timeBoth parents cannot have the app for following,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"Seems a legit product a bit gets heated rest is fine.Movement recognition feature is awesome, notifies and stores video clips for each movement.Functionality is perfect.Night vision is just crap and gets blind in dark.Costly in comparison to other brands. Got for 2.8k yet on Amazon sale found it at 2k.",Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"Works as product claims.. the brand speaks it all. Somany features to add upon. Pic quality, connectivity, ease of mobile use.. all awesome.",Positive
CCTV Camera,Female,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"Very easy to install, exceptional video quality even in night vision, good connectivity and features .very good motion sensors and notification support.loved the product.should purchase without second thoughts as it truly is value for money",Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Good video quality. And all good performance... ðŸ˜Š,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Very good performance,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Easy connectivity,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Camera size and quality for indoor purpose is perfect.,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Good,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Cute productGreat picture qualityWorks well with the appCon is that in auto detection mode... It just keeps moving around and finally settles facing the wall. After that it is unable to detect anything.,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Working is tha good,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"The media could not be loaded. This product comes with solid features as camera works 360 degree horizontal pan, tilt control , night vision , two way communication & motion tracking. Pan and tilt control gives a full 360 coverage . One of the best feature i like the most is motion tracking the moving things. Impressive product for indoor security camera. There are multiple storage option you can add sd card and you can purchase cloud storage. Configuration part is also very easy and hardly takes 2-4 minutes.",Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Video quality good,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Nice Quality of the product,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"Product good. But no coverage abroad. So once you travel outside India,this is useless as app don't work.Very poor customer service. No replies to questions . They just say their expert will call back. But never turn up. Expect no customer support for such a good product.",Negative
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"This security camera is a game-changer for my home security! It was easy to set up using the app, and the picture quality is fantastic. Not only can I see everything clearly with the pan-and-tilt function, but it also gets features like motion and sound detection, two-way audio, a loud alarm siren, and local storage via an SD card. Plus, the hardware itself feels sturdy and well-made. A reassuring 2-year warranty gives me peace of mind.",Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,for indoor use it's 360 clear voice great video audio quality,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,1. Quality is good as expected from Phillips brands.2. The camera is very clear during the day as well as at night as it has infrared rays.3. Connect the camera with Phillip's mobile app and the app is easy to use4. There is a live-view option on camera if we are at the office and monitor the home.,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,4g/5g camera bejo ji,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Great picture quality and handling in this segment. Works perfectly fine with low internet bandwidth (40 Mbps). Enough storage with rotation. Face detection and auto recording is a good feature.,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,I feel they need to upgrade their Philips home safety application. Try to make it some more user friendly.,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Was looking for a wifi camera to secure my house and to have a watch over visitors. Picture quality is very good and also it has the option to insert Sd card for storage of recordings. It can be well connected to the app over the phone and also 4 person can be connected at once. It can rotate 360 degree so it provides all around protection.,Positive
CCTV Camera,Female,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"Seems like other manufacturer are giving same thing on a little low price, Rest it is good in view, audi is clear but delay in listening and speaking.You will hear sound in some delayed seconds, Rest it is good for Kids monitering.",Positive
CCTV Camera,Female,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Worth investing in. Cameraâ€™s clarity is 100%. 2 way talk. Night vision is also extremely clear. Iâ€™m highly impressed. Connecting it was as simple as downloading any app. Super user friendly. I ordered 2 more for other places to install.,Positive
CCTV Camera,Female,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,The media could not be loaded. Video quality is quite good with a good app support and connectivity. Didn't take much time in installation.,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"I was also looking for Home Camera and as any other naiÌˆve , did multiple checks and gone through loads of reviews . Keeping Philips in mind and for their expertise in â€œ home electricals including lighting â€œ , went ahead with Philips model in Novâ€™23 . My feedback based on last one month ( including monitoring when out of station ) .Excellent build quality . Very easy to install . Option to use up to 128 GB Micro SD card and when card is full , it will automatically erase initial data . Everything can be controlled on Philips Home Safety App and it comes with Four different modes to use ( Two of them are repetitive ) . You can install app on multiple devices and monitor ( I think till 20 devices ) and of course , all devices to be connected to same Wifi as Camera .Quality of video is amazing and IR is there for night vision . Camera being 360 degree , will give wide angle view . Audio is Two Way and crystal clear . All features like alarm , motion sensor , person detection are good . Its peace of mind when I went out station and able to view my house all the time .",Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Good quality and easy installation. Ordered 3 of it,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,The PHILIPS HSP3500 3MP WiFi Indoor 360 Degree Security Camera excels with its 2K (1296p) resolution 360 degree pan and tilt and robust features like motion and sound detectionIt delivers sharp video quality seamless remote control via a user-friendly app and effective two way audioThis makes it ideal for comprehensive home surveillance However its reliance on WiFi for connectivity may limit performance if the signal is unstable and it lacks local storage depending entirely on cloud solutions Overall it is a strong choice for those seeking advanced indoor security with expansive coverage,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Spec wise MI is better .this camera records only 30 seconds and we are unable to view the whole event happend . I'm currently using realme smart cam also purchased way back 2 years ago that have all the better specs than philips ..even though the picture and the sound clarity is better in philips ..but feature wise realme is better.MI also is better than any other camera.in this price range.,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Good one,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Good performance. Would have been better if storage is possible on distant hard disc through wifi ( not cloud),Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Conecvety,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Motion tracking and frame flickering is slow.,Neutral
